tc;test #;kp;kd;ki;ess_step;IAE;ITAE;Kr;Tn;Tv;PR;RT;P-Eng;S-Eng;Eng-rel;osc_p;osc_s;parameter_code;eng-diff;mr_lll_RT;mr_lll_EngS;mr_lll_osc;mr_IAE;mr_PR;total_one
tc100;645;10.0;0.1;540.5405405405405;0.9090909090909091;0.0645174395028197;0.00222;0.1;0.0185;0.01;1.314;0.07;533957218.977;1075911259858.507;0.0004962836981994;1;1;lll;-84771505574.95093;1.0;0.0;1.0;1.0;0.0;3.0
tc100;646;3.333333333333333;0.0166666666666666;144.92753623188406;0.7692307692307692;0.0293683503111768;0.00046;0.3;0.023;0.005;1.135;0.06;515135281.249;1880155381083.772;0.0002739854835572;1;1;lll;-889015626800.216;1.0;0.0;1.0;1.0;0.0;3.0
tc100;647;4.545454545454546;0.1136363636363636;227.27272727272728;0.819672131147541;0.0715096941934194;0.0027272727272727;0.22;0.02;0.025;1.037;0.079;353620204.894;1544930010146.29;0.0002288907604691;1;1;lll;-553790255862.734;1.0;0.0;1.0;1.0;1.0;4.0
tc100;648;4.545454545454546;0.1818181818181818;1136.3636363636365;0.819672131147541;0.0404519917477945;0.0008727272727272;0.22;0.004;0.04;1.026;0.117;502128676.659;14808361427265.623;3.3908456322146805e-05;13;13;lll;-13817221672982.066;1.0;0.0;0.0;1.0;1.0;3.0
tc100;649;4.3478260869565215;0.0217391304347826;138.02622498274673;0.8130081300813008;0.0392525269194891;0.0008217391304347;0.23;0.0315;0.005;1.173;0.063;487484893.524;1638369397032.794;0.0002975427241297;1;1;lll;-647229642749.2379;1.0;0.0;1.0;1.0;0.0;3.0
tc100;64;Jun.25;0.21875;181.15942028985503;0.8620689655172414;0.1303091276542054;0.00905625;0.16;0.0345;0.035;1.053;0.11;240292250.664;695109080150.001;0.0003456899895655;1;1;lll;296030674133.55505;1.0;1.0;1.0;0.0;0.0;3.0
tc100;650;3.333333333333333;0.1333333333333333;51.282051282051285;0.7692307692307692;0.1396424004376894;0.0104;0.3;0.065;0.04;01.Feb;0.146;196554837.47;1025072520933.74;0.0001917472505174;1;3;lll;-33932766650.18396;0.0;0.0;1.0;0.0;1.0;2.0
tc100;651;11.11111111111111;0.0;483.0917874396136;div0;0.0104;0.0104;0.09;0.023;0.0;1.455;0.073;641076605.723;981525218018.042;0.000653143285526;1;1;ell;9614536265.514038;;;;;;
tc100;652;14.285714285714285;0.1428571428571428;426.4392324093816;0.9345794392523364;0.1037682858240278;0.0057428571428571;0.07;0.0335;0.01;1.279;0.106;308091561.09;314197417936.228;0.0009805668140548;1;1;hll;676942336347.328;;;;;;
tc100;653;4.545454545454546;0.0454545454545454;67.84260515603799;0.819672131147541;0.0827784556951428;0.0036545454545454;0.22;0.067;0.01;1.086;0.085;325460451.112;1208821708841.982;0.0002692377616412;1;1;lll;-217681954558.4259;1.0;0.0;1.0;1.0;0.0;3.0
tc100;654;7.142857142857142;0.0;446.4285714285714;div0;0.0036545454545454;0.0036545454545454;0.14;0.016;0.0;1.468;0.055;992552719.832;2837204317404.851;0.0003498347700034;1;1;lll;-1846064563121.295;1.0;0.0;1.0;1.0;0.0;3.0
tc100;655;8.333333333333334;0.0416666666666666;387.59689922480624;0.8928571428571428;0.0448957124901699;0.001075;0.12;0.0215;0.005;1.355;0.065;613627297.856;1367499492061.077;0.0004487221395096;1;1;lll;-376359737777.5209;1.0;0.0;1.0;1.0;0.0;3.0
tc100;656;16.666666666666668;0.1666666666666666;5555.555555555556;0.9433962264150942;0.0335410196624968;0.0006;0.06;0.003;0.01;1.357;0.052;1218300988.179;7325066517929.769;0.0001663194436797;1;1;hhl;-6333926763646.213;;;;;;
tc100;657;6.666666666666667;0.0;222.22222222222223;div0;0.0006;0.0006;0.15;0.03;0.0;1.358;0.062;627345606.523;1537802618895.474;0.0004079493680233;1;1;lll;-546662864611.9181;1.0;0.0;1.0;1.0;0.0;3.0
tc100;658;16.666666666666668;0.0833333333333333;854.7008547008547;0.9433962264150942;0.0604669331122391;0.0019499999999999;0.06;0.0195;0.005;1.433;0.087;519581663.117;574927062398.611;0.0009037349206511;1;1;hll;416212691884.94507;;;;;;
tc100;659;4.545454545454546;0.1818181818181818;233.1002331002331;0.819672131147541;0.0893155794207971;0.0042545454545454;0.22;0.0195;0.04;1.007;0.109;262246576.509;1233517292913.358;0.0002126006485807;1;1;lll;-242377538629.80188;1.0;0.0;1.0;1.0;1.0;4.0
tc100;65;4.545454545454546;0.3636363636363637;478.4688995215312;0.819672131147541;0.0881630720467888;0.0041454545454545;0.22;0.0095;0.08;1.0;0.208;165040187.543;1491821601516.245;0.0001106299757124;11;81;lll;-500681847232.6891;0.0;0.0;0.0;1.0;1.0;2.0
tc100;660;6.666666666666667;0.2333333333333333;296.2962962962963;0.8695652173913044;0.1086853255964208;0.0063;0.15;0.0225;0.035;01.Apr;0.098;272780876.258;840031114510.881;0.000324727110158;1;1;lll;151108639772.67505;1.0;1.0;1.0;0.0;1.0;4.0
tc100;661;4.545454545454546;0.0227272727272727;275.4820936639119;0.819672131147541;0.0290473750965556;0.00045;0.22;0.0165;0.005;1.242;0.056;660547342.265;2370737936185.424;0.0002786252044913;1;1;lll;-1379598181901.8677;1.0;0.0;1.0;1.0;0.0;3.0
tc100;662;6.666666666666667;0.0666666666666666;2222.222222222222;0.8695652173913044;0.0212132034355964;0.0002399999999999;0.15;0.003;0.01;Jän.25;0.051;1718509863.84;21204830511228.76;8.104331996098642e-05;1;1;lhl;-20213690756945.207;;;;;;
tc100;663;20.0;01.Feb;1142.857142857143;0.9523809523809523;0.2173706511928416;0.0252;0.05;0.0175;0.06;1.038;0.151;169823302.381;184802201804.892;0.0009189463151542;1;1;hlh;806337552478.6641;;;;;;
tc100;664;10.0;0.8;487.8048780487805;0.9090909090909091;0.1920937271229854;0.01968;0.1;0.0205;0.08;1.001;0.198;141248163.759;311926396471.759;0.0004528252990342;1;1;llh;679213357811.7971;;;;;;
tc100;665;11.11111111111111;0.2777777777777778;542.0054200542005;0.9174311926605504;0.1131923142267177;0.0068333333333333;0.09;0.0205;0.025;1.151;0.09;318289941.274;561408186554.225;0.0005669492339033;1;1;ell;429731567729.33105;;;;;;
tc100;666;10.0;0.0;465.1162790697675;div0;0.0068333333333333;0.0068333333333333;0.1;0.0215;0.0;1.462;0.068;717002325.98;1283152298099.607;0.0005587819365182;1;1;lll;-292012543816.0509;1.0;0.0;1.0;1.0;0.0;3.0
tc100;667;Jun.25;0.0;694.4444444444445;div0;0.0068333333333333;0.0068333333333333;0.16;0.009;0.0;1.511;0.052;1915092765.87;9621406946754.965;0.0001990449813076;1;1;lll;-8630267192471.409;1.0;0.0;1.0;1.0;0.0;3.0
tc100;668;3.333333333333333;0.0;65.35947712418302;div0;0.0068333333333333;0.0068333333333333;0.3;0.051;0.0;1.072;0.068;411178291.387;1629766497785.815;0.0002522927621506;1;1;lll;-638626743502.2589;1.0;0.0;1.0;1.0;0.0;3.0
tc100;669;4.545454545454546;0.25;171.52658662092625;0.819672131147541;0.1220911544707478;0.0079499999999999;0.22;0.0265;0.055;1.004;0.147;193041580.21;835874774934.719;0.0002309455746227;1;3;lll;155264979348.83704;0.0;1.0;1.0;0.0;1.0;3.0
tc100;66;11.11111111111111;0.0555555555555555;854.7008547008547;0.9174311926605504;0.0403112887414927;0.0008666666666666;0.09;0.013;0.005;1.444;0.061;838177366.116;1964322851908.833;0.0004267004099155;1;1;ell;-973183097625.277;;;;;;
tc100;670;3.333333333333333;0.0333333333333333;148.14814814814815;0.7692307692307692;0.0410791918128874;0.0009;0.3;0.0225;0.01;1.082;0.064;445657191.387;1708830145674.955;0.0002607966581786;1;1;lll;-717690391391.399;1.0;0.0;1.0;1.0;0.0;3.0
tc100;671;7.142857142857142;0.0357142857142857;366.3003663003663;0.8771929824561403;0.039584899718381;0.0008357142857142;0.14;0.0195;0.005;1.347;0.058;690711565.537;1922285984518.714;0.0003593177971954;1;1;lll;-931146230235.1581;1.0;0.0;1.0;1.0;0.0;3.0
tc100;672;10.0;0.1;106.38297872340424;0.9090909090909091;0.1454303957224898;0.01128;0.1;0.094;0.01;1.108;0.141;187153146.894;293908423680.42;0.0006367736744337;1;1;lll;697231330603.136;0.0;1.0;1.0;0.0;0.0;2.0
tc100;673;14.285714285714285;0.0;952.3809523809524;div0;0.01128;0.01128;0.07;0.015;0.0;1.551;0.07;901738779.501;1420738707845.985;0.0006346971294025;1;1;hll;-429598953562.4291;;;;;;
tc100;674;10.0;0.4;392.15686274509807;0.9090909090909091;0.1514925740754311;0.0122399999999999;0.1;0.0255;0.04;1.063;0.117;224004961.14;415382998817.365;0.0005392733014537;1;1;lll;575756755466.191;1.0;1.0;1.0;0.0;0.0;3.0
tc100;675;4.3478260869565215;0.0217391304347826;43.47826086956521;0.8130081300813008;0.0699378606180235;0.0026086956521739;0.23;0.1;0.005;01.Mai;0.089;314639965.995;1277880226148.877;0.0002462202321912;1;1;lll;-286740471865.3209;1.0;0.0;1.0;1.0;1.0;4.0
tc100;676;6.666666666666667;0.1666666666666666;225.98870056497177;0.8695652173913044;0.1051784198398131;0.0058999999999999;0.15;0.0295;0.025;1.095;0.089;303693786.544;823999109581.466;0.0003685608188317;1;1;lll;167140644702.0901;1.0;1.0;1.0;0.0;0.0;3.0
tc100;677;10.0;0.0;2500.0;div0;0.0058999999999999;0.0058999999999999;0.1;0.004;0.0;1.626;0.051;14040872934.294;94536207203218.84;0.0001485237598342;1;1;lhl;-93545067448935.28;;;;;;
tc100;678;4.3478260869565215;0.1739130434782608;579.7101449275362;0.8130081300813008;0.0541736338885961;0.0015652173913043;0.23;0.0075;0.04;1.0;0.116;299006225.608;2483691765232.067;0.0001203878153455;3;21;lll;-1492552010948.5107;1.0;0.0;0.0;1.0;1.0;3.0
tc100;679;6.666666666666667;0.0333333333333333;111.11111111111111;0.8695652173913044;0.0670820393249936;0.0024;0.15;0.06;0.005;1.165;0.086;328763432.998;779460797546.791;0.0004217831532165;1;1;lll;211678956736.765;1.0;1.0;1.0;1.0;0.0;4.0
tc100;67;8.333333333333334;0.5;264.55026455026456;0.8928571428571428;0.1882485059701669;0.0189;0.12;0.0315;0.06;1.021;0.159;164698404.69;366520725105.959;0.000449356321235;1;3;lll;624619029177.597;0.0;1.0;1.0;0.0;1.0;3.0
tc100;680;4.3478260869565215;0.2608695652173913;111.48272017837236;0.8130081300813008;0.1512987255327224;0.0122086956521739;0.23;0.039;0.06;1.009;0.165;168283777.297;740902032933.683;0.0002271336422585;1;3;lll;250237721349.87305;0.0;1.0;1.0;0.0;1.0;3.0
tc100;681;7.142857142857142;0.1785714285714285;420.1680672268907;0.8771929824561403;0.0826459747529009;0.0036428571428571;0.14;0.017;0.025;01.Aug;0.074;373354463.124;1201902426190.123;0.0003106362504878;1;1;lll;-210762671906.56702;1.0;0.0;1.0;1.0;0.0;3.0
tc100;682;4.545454545454546;0.0;97.75171065493647;div0;0.0036428571428571;0.0036428571428571;0.22;0.0465;0.0;1.185;0.064;477853993.435;1584357089976.345;0.0003016075078391;1;1;lll;-593217335692.789;1.0;0.0;1.0;1.0;0.0;3.0
tc100;683;11.11111111111111;0.0;134.68013468013467;div0;0.0036428571428571;0.0036428571428571;0.09;0.0825;0.0;1.165;0.126;217538670.252;286651485589.156;0.0007588960155043;1;1;ell;704488268694.4;;;;;;
tc100;684;4.3478260869565215;0.0217391304347826;280.50490883590464;0.8130081300813008;0.0275345632598928;0.0004043478260869;0.23;0.0155;0.005;1.238;0.055;677633468.533;2573301011396.69;0.0002633323756264;1;1;lll;-1582161257113.1338;1.0;0.0;1.0;1.0;0.0;3.0
tc100;685;10.0;0.6;400.0;0.9090909090909091;0.1837117307087383;0.018;0.1;0.025;0.06;01.Feb;0.154;170139224.663;331535329084.983;0.0005131858047604;1;1;llh;659604425198.573;;;;;;
tc100;686;6.666666666666667;0.0666666666666666;310.077519379845;0.8695652173913044;0.0567890834580027;0.00172;0.15;0.0215;0.01;1.246;0.062;541521525.595;1573823776151.284;0.0003440801529376;1;1;lll;-582684021867.7279;1.0;0.0;1.0;1.0;0.0;3.0
tc100;687;10.0;0.4;416.6666666666667;0.9090909090909091;0.1469693845669906;0.0115199999999999;0.1;0.024;0.04;01.Jun;0.114;228697106.738;435424991906.324;0.0005252273318918;1;1;lll;555714762377.232;1.0;1.0;1.0;0.0;0.0;3.0
tc100;688;4.3478260869565215;0.3478260869565217;129.7858533419857;0.8130081300813008;0.1619178535688632;0.0139826086956521;0.23;0.0335;0.08;1.0;0.208;139032341.22;767269295594.78;0.0001812040987672;1;9;lll;223870458688.776;0.0;1.0;0.0;0.0;1.0;2.0
tc100;689;4.545454545454546;0.1136363636363636;568.1818181818182;0.819672131147541;0.0452267016866645;0.001090909090909;0.22;0.008;0.025;1.0;0.081;400483827.685;2289697391148.464;0.0001749068803734;1;1;lll;-1298557636864.9077;1.0;0.0;1.0;1.0;1.0;4.0
tc100;68;16.666666666666668;0.0;483.0917874396136;div0;0.001090909090909;0.001090909090909;0.06;0.0345;0.0;1.373;0.108;351828839.418;288474937957.993;0.0012196166568522;1;1;hll;702664816325.563;;;;;;
tc100;690;7.142857142857142;0.1785714285714285;126.4222503160556;0.8771929824561403;0.150668154754556;0.0121071428571428;0.14;0.0565;0.025;01.Sep;0.117;226195464.713;518400030266.769;0.0004363338184926;1;1;lll;472739724016.78705;1.0;1.0;1.0;0.0;0.0;3.0
tc100;691;16.666666666666668;0.1666666666666666;757.5757575757576;0.9433962264150942;0.0908295106229247;0.0043999999999999;0.06;0.022;0.01;1.347;0.095;399010475.121;415038021882.455;0.0009613829434499;1;1;hll;576101732401.1011;;;;;;
tc100;692;14.285714285714285;0.0714285714285714;4081.632653061224;0.9345794392523364;0.0237170824512628;0.0003;0.07;0.0035;0.005;1.491;0.052;2408288422.301;14279399688083.377;0.0001686547386379;1;1;hhl;-13288259933799.82;;;;;;
tc100;693;14.285714285714285;0.1428571428571428;1190.4761904761904;0.9345794392523364;0.0621059003408118;0.0020571428571428;0.07;0.012;0.01;1.381;0.069;644915275.166;1247964334149.003;0.0005167738031598;1;1;hll;-256824579865.4469;;;;;;
tc100;694;10.0;0.35;298.5074626865671;0.9090909090909091;0.1624230587078078;0.0140699999999999;0.1;0.0335;0.035;1.092;0.12;218847577.147;365028663792.441;0.0005995353210712;1;1;lll;626111090491.115;1.0;1.0;1.0;0.0;0.0;3.0
tc100;695;8.333333333333334;0.6666666666666667;2083.333333333333;0.8928571428571428;0.0774596669241483;0.0031999999999999;0.12;0.004;0.08;1.0;0.204;263807483.743;7312905807505.414;3.607423515181174e-05;27;79;lhh;-6321766053221.858;;;;;;
tc100;696;16.666666666666668;0.6666666666666667;1234.567901234568;0.9433962264150942;0.142302494707577;0.0108;0.06;0.0135;0.04;1.073;0.105;255828242.52;398247597697.334;0.0006423848982371;1;1;hlh;592892156586.222;;;;;;
tc100;697;20.0;0.2;540.5405405405405;0.9523809523809523;0.1290348790056394;0.00888;0.05;0.037;0.01;1.284;0.132;246454544.282;166575797504.065;0.0014795339297474;1;1;hll;824563956779.491;;;;;;
tc100;698;11.11111111111111;0.4444444444444444;716.8458781362007;0.9174311926605504;0.1244989959798873;0.0082666666666666;0.09;0.0155;0.04;1.039;0.102;259083545.737;564161781075.483;0.0004592362588672;1;1;ell;426977973208.073;;;;;;
tc100;699;4.545454545454546;0.1590909090909091;69.93006993006993;0.819672131147541;0.1525353908263438;0.0124090909090909;0.22;0.065;0.035;1.037;0.131;208359695.987;811109473398.797;0.0002568823356407;1;3;lll;180030280884.75903;0.0;1.0;1.0;0.0;1.0;3.0
tc100;69;11.11111111111111;0.3888888888888889;241.5458937198068;0.9174311926605504;0.2006240264773888;0.0214666666666666;0.09;0.046;0.035;01.Jän;0.14;185849119.579;257678218375.013;0.0007212449727067;1;1;ell;733461535908.543;;;;;;
tc100;6;4.3478260869565215;0.3478260869565217;271.73913043478257;0.8130081300813008;0.1119005769888376;0.0066782608695652;0.23;0.016;0.08;1.0;0.206;152055711.798;868501563847.648;0.0001750782245277;11;77;lll;122638190435.90808;0.0;1.0;0.0;0.0;1.0;2.0
tc100;700;7.692307692307692;0.4615384615384614;394.4773175542406;0.8849557522123894;0.142302494707577;0.0108;0.13;0.0195;0.06;1.003;0.15;185234196.522;546149599200.987;0.000339163842275;1;1;lll;444990155082.56903;0.0;1.0;1.0;0.0;1.0;3.0
tc100;701;14.285714285714285;0.3571428571428571;5714.285714285714;0.9345794392523364;0.0448210728500397;0.0010714285714285;0.07;0.0025;0.025;1.036;0.055;586898011.268;5131396151230.373;0.0001143739430695;3;3;hhl;-4140256396946.817;;;;;;
tc100;702;6.666666666666667;0.1666666666666666;4444.444444444444;0.8695652173913044;0.0237170824512628;0.0003;0.15;0.0015;0.025;1.044;0.058;5170660907.031;145387821776347.06;3.556460812092728e-05;15;15;lhl;-144396682022063.5;;;;;;
tc100;703;7.142857142857142;0.1785714285714285;529.1005291005291;0.8771929824561403;0.0736485379546474;0.0028928571428571;0.14;0.0135;0.025;1.059;0.069;403864560.721;1494861534674.064;0.0002701685416027;1;1;lll;-503721780390.50793;1.0;0.0;1.0;1.0;0.0;3.0
tc100;704;8.333333333333334;0.0416666666666666;416.6666666666667;0.8928571428571428;0.0433012701892219;0.0009999999999999;0.12;0.02;0.005;1.363;0.063;648544702.164;1508112939668.3;0.0004300372240733;1;1;lll;-516973185384.744;1.0;0.0;1.0;1.0;0.0;3.0
tc100;705;Jun.25;0.21875;110.61946902654869;0.8620689655172414;0.1667590889576937;0.0148312499999999;0.16;0.0565;0.035;1.057;0.13;203015601.535;558140760177.391;0.0003637354875685;1;1;lll;432998994106.16504;0.0;1.0;1.0;0.0;0.0;2.0
tc100;706;Jun.25;0.5;337.83783783783787;0.8620689655172414;0.144265380462535;0.0110999999999999;0.16;0.0185;0.08;1.0;0.202;148473913.798;600014991848.215;0.0002474503401001;15;63;lll;391124762435.34106;0.0;1.0;0.0;0.0;1.0;2.0
tc100;707;4.545454545454546;0.3636363636363637;98.81422924901187;0.819672131147541;0.1940009372048589;0.0200727272727272;0.22;0.046;0.08;1.003;0.214;132255122.562;696346401291.487;0.0001899272004805;1;9;lll;294793352992.069;0.0;1.0;0.0;0.0;1.0;2.0
tc100;708;14.285714285714285;0.7857142857142857;173.16017316017314;0.9345794392523364;0.3819007911561775;0.0777857142857142;0.07;0.0825;0.055;01.Jun;0.233;108539037.293;116520938416.834;0.0009314981390273;1;3;hlh;874618815866.722;;;;;;
tc100;709;7.142857142857142;0.0;119.04761904761904;div0;0.0777857142857142;0.0777857142857142;0.14;0.06;0.0;1.204;0.083;354918283.669;761760912474.448;0.0004659182137819;1;1;lll;229378841809.10803;1.0;1.0;1.0;1.0;0.0;4.0
tc100;70;7.142857142857142;0.5714285714285714;71.42857142857142;0.8771929824561403;0.358568582800318;0.0685714285714285;0.14;0.1;0.08;01.Feb;0.261;104342449.641;278325195984.932;0.0003748940129971;1;5;llh;712814558298.624;;;;;;
tc100;710;8.333333333333334;0.4583333333333333;277.7777777777778;0.8928571428571428;0.1758905909933786;0.0164999999999999;0.12;0.03;0.055;1.025;0.147;177414830.398;396365658580.151;0.0004476039398406;1;1;lll;594774095703.405;0.0;1.0;1.0;0.0;1.0;3.0
tc100;711;7.692307692307692;0.6153846153846153;114.8105625717566;0.8849557522123894;0.3045804175734723;0.049476923076923;0.13;0.067;0.08;1.021;0.234;113497395.23;267382325106.98;0.0004244760575875;1;3;llh;723757429176.576;;;;;;
tc100;712;7.692307692307692;0.1923076923076923;222.96544035674464;0.8849557522123894;0.1221797226031579;0.0079615384615384;0.13;0.0345;0.025;01.Nov;0.099;274284029.235;603768832294.941;0.0004542864993418;1;1;lll;387370921988.615;1.0;1.0;1.0;0.0;0.0;3.0
tc100;713;3.333333333333333;0.2666666666666666;952.3809523809524;0.7692307692307692;0.0458257569495584;0.00112;0.3;0.0035;0.08;0.904;0.519;2506551450.21;148290428364273.0;1.6902988802842335e-05;41;41;lll;-147299288609989.44;0.0;0.0;0.0;1.0;0.0;1.0
tc100;714;10.0;0.8;555.5555555555555;0.9090909090909091;0.18;0.0172799999999999;0.1;0.018;0.08;1.0;0.198;144483112.23;341779342532.957;0.0004227379898364;1;1;llh;649360411750.5991;;;;;;
tc100;715;16.666666666666668;0.6666666666666667;617.283950617284;0.9433962264150942;0.201246117974981;0.0216;0.06;0.027;0.04;1.116;0.136;197001237.816;198212149309.796;0.000993890831122;1;1;hlh;792927604973.76;;;;;;
tc100;716;7.692307692307692;0.423076923076923;334.44816053511704;0.8849557522123894;0.1479669921611937;0.011676923076923;0.13;0.023;0.055;1.013;0.14;191542070.443;517769932864.869;0.0003699366422904;1;1;lll;473369821418.687;0.0;1.0;1.0;0.0;1.0;3.0
tc100;717;Jun.25;0.5;735.2941176470588;0.8620689655172414;0.0977880360780397;0.0051;0.16;0.0085;0.08;1.0;0.205;163536635.347;1032918535695.074;0.0001583248142961;7;69;lll;-41778781411.517944;0.0;0.0;0.0;1.0;1.0;2.0
tc100;718;Jun.25;0.5;245.0980392156863;0.8620689655172414;0.1693738468595432;0.0152999999999999;0.16;0.0255;0.08;1.0;0.202;141734017.21;508723092473.053;0.0002786073982232;1;3;lll;482416661810.50305;0.0;1.0;1.0;0.0;1.0;3.0
tc100;719;8.333333333333334;0.0;1041.6666666666667;div0;0.0152999999999999;0.0152999999999999;0.12;0.008;0.0;1.575;0.052;2402172535.402;10661552741765.102;0.0002253116964841;1;1;lll;-9670412987481.545;1.0;0.0;1.0;1.0;0.0;3.0
tc100;71;10.0;0.8;5000.0;0.9090909090909091;0.06;0.0019199999999999;0.1;0.002;0.08;0.914;0.369;3171705642.72;138742043088962.56;2.2860450748056777e-05;33;33;lhh;-137750903334679.0;;;;;;
tc100;720;14.285714285714285;0.5714285714285714;357.1428571428571;0.9345794392523364;0.2267786838055363;0.0274285714285714;0.07;0.04;0.04;1.106;0.151;172524412.204;182937125384.248;0.0009430803716939;1;3;hlh;808202628899.3081;;;;;;
tc100;721;11.11111111111111;0.1111111111111111;516.795865633075;0.9174311926605504;0.0733143914930759;0.0028666666666666;0.09;0.0215;0.01;1.312;0.078;466045154.559;765019090962.425;0.0006091941496161;1;1;ell;226120663321.13098;;;;;;
tc100;722;16.666666666666668;0.0;3030.3030303030305;div0;0.0028666666666666;0.0028666666666666;0.06;0.0055;0.0;1.731;0.053;4134889062.687;14096632195789.762;0.0002933246044343;1;1;hhl;-13105492441506.205;;;;;;
tc100;723;Jun.25;0.21875;480.7692307692308;0.8620689655172414;0.0799902337788807;0.0034124999999999;0.16;0.013;0.035;1.006;0.09;317242007.09;1389350183038.183;0.0002283384066616;1;1;lll;-398210428754.6271;1.0;0.0;1.0;1.0;1.0;4.0
tc100;724;6.666666666666667;0.0333333333333333;126.984126984127;0.8695652173913044;0.0627495019900556;0.0021;0.15;0.0525;0.005;1.186;0.082;356078758.25;838100936693.896;0.0004248638113383;1;1;lll;153038817589.66003;1.0;1.0;1.0;1.0;0.0;4.0
