,test #,Kr,Tn,Tv,PR,RT,P-Eng,S-Eng,pressure_max_peak_idx,norm_RT,PR_apr_a,norm_transformed_PR,norm_Eng_p,norm_Eng_s,RT_min,RT_apr_a,norm_RT_ref,PR_apr_b,norm_Eng_combined,R1,R2,R3,kp,ki,kd,ess_step,IAE,ITAE,Warning,mr_rt_vs_pr_f,mr_rt_vs_pr_l,mr_eng_p,mr_kp_rt,mr_kpki,mr_kp_ess,mr_Tn_ess,mr_kd_ki,mr_kp_kd,total_1,total_0,total_na
tc100_def_342,342.0,0.15,0.039,0.06,1.02,0.164,0.635,0.453,0,0.7585470085,0.992,0.976,0.9377731166,0.9500251762,0.051,0.4694835681,-0.302,0.992,0.9438991464,212.0,290.0,496.0,6.667,170.949,0.4,0.87,0.187,0.019,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_326,326.0,0.09,0.0085,0.06,1.0,0.151,0.833,0.792,4,0.7863247863,1.0,1.0,0.9031637826,0.9073514602,0.051,0.5,-0.198,1.0,0.9052576214,225.0,291.0,439.0,11.111,1307.176,0.667,0.917,0.113,0.007,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_4,4.0,0.06,0.0235,0.06,1.043,0.159,0.63,0.181,0,0.7692307692,0.96302,0.948,0.9386470897,0.984264854,0.051,0.4807692308,-0.262,0.96302,0.9614559718,215.0,292.0,472.0,16.667,709.234,1.0,0.943,0.23,0.028,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_213,213.0,0.23,0.0185,0.055,1.0,0.146,0.811,1.058,0,0.797008547,1.0,1.0,0.9070092641,0.8738670695,0.051,0.5128205128,-0.159,1.0,0.8904381668,242.0,293.0,412.0,4.348,235.027,0.239,0.813,0.1,0.005,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_299,299.0,0.16,0.015,0.06,1.0,0.153,0.774,0.828,0,0.7820512821,1.0,1.0,0.9134766649,0.9028197382,0.051,0.495049505,-0.214,1.0,0.9081482015,233.0,294.0,446.0,6.25,416.667,0.375,0.862,0.112,0.007,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_382,382.0,0.15,0.014,0.06,1.0,0.153,0.781,0.824,0,0.7820512821,1.0,1.0,0.9122531026,0.9033232628,0.051,0.495049505,-0.214,1.0,0.9077881827,234.0,295.0,447.0,6.667,476.214,0.4,0.87,0.112,0.007,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_345,345.0,0.16,0.048,0.055,1.027,0.161,0.647,0.481,0,0.764957265,0.98542,0.967,0.9356755812,0.9465005035,0.051,0.4761904762,-0.278,0.98542,0.9410880424,226.0,296.0,482.0,6.25,130.208,0.344,0.862,0.193,0.02,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_321,321.0,0.13,0.048,0.04,1.06,0.137,0.746,0.417,0,0.8162393162,0.928,0.928,0.9183709142,0.9545568983,0.051,0.5376344086,-0.087,0.9287016636,0.9364639062,266.0,297.0,375.0,7.692,160.25,0.308,0.885,0.182,0.018,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_750,750.0,0.09,0.033,0.06,1.035,0.165,0.61,0.245,0,0.7564102564,0.9755,0.958,0.942142982,0.9762084592,0.051,0.4672897196,-0.31,0.9755,0.9591757206,229.0,298.0,501.0,11.111,336.697,0.667,0.917,0.222,0.026,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_262,262.0,0.16,0.04,0.06,1.019,0.165,0.638,0.491,0,0.7564102564,0.99278,0.977,0.9372487327,0.9452416918,0.051,0.4672897196,-0.31,0.99278,0.9412452123,231.0,299.0,502.0,6.25,156.25,0.375,0.862,0.184,0.018,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_939,939.0,0.13,0.04,0.06,1.025,0.167,0.617,0.368,0,0.7521367521,0.9875,0.97,0.9409194197,0.9607250755,0.051,0.462962963,-0.325,0.9875,0.9508222476,230.0,300.0,505.0,7.692,192.3,0.462,0.885,0.204,0.022,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_15,15.0,0.23,0.051,0.01,1.102,0.077,1.434,1.387,0,0.9444444444,0.79192,0.877,0.7981122181,0.8324521652,0.051,0.7936507937,0.611,0.8306004595,0.8152821916,520.0,301.0,243.0,4.348,85.255,0.043,0.813,0.071,0.003,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_650,650.0,0.3,0.065,0.04,1.02,0.146,0.773,1.034,0,0.797008547,0.992,0.976,0.9136514595,0.8768882175,0.051,0.5128205128,-0.159,0.992,0.8952698385,251.0,302.0,415.0,3.333,51.277,0.133,0.769,0.14,0.01,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_107,107.0,0.15,0.062,0.035,1.059,0.137,0.758,0.495,0,0.8162393162,0.93038,0.929,0.9162733788,0.9447381672,0.051,0.5376344086,-0.087,0.9307673622,0.930505773,272.0,303.0,379.0,6.667,107.532,0.233,0.87,0.18,0.017,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_283,283.0,0.1,0.013,0.025,1.111,0.073,1.551,1.072,0,0.952991453,0.75358,0.866,0.777661248,0.8721047331,0.051,0.8196721311,0.579,0.8071985151,0.8248829906,537.0,304.0,255.0,10.0,769.231,0.25,0.909,0.086,0.004,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_148,148.0,0.16,0.0665,0.04,1.047,0.148,0.706,0.505,0,0.7927350427,0.95582,0.943,0.9253626988,0.9434793555,0.051,0.5076142132,-0.175,0.95582,0.9344210272,257.0,305.0,431.0,6.25,93.985,0.25,0.862,0.193,0.02,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_790,790.0,0.22,0.0295,0.06,1.004,0.16,0.696,0.772,0,0.7670940171,0.99968,0.995,0.927110645,0.9098690836,0.051,0.4784688995,-0.27,0.99968,0.9184898643,248.0,306.0,483.0,4.545,154.068,0.273,0.82,0.135,0.01,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_25,25.0,0.22,0.0665,0.005,1.105,0.076,1.441,1.352,0,0.9465811966,0.7795,0.873,0.7968886558,0.836858006,0.051,0.8,0.603,0.822875638,0.8168733309,529.0,307.0,246.0,4.545,68.346,0.023,0.82,0.058,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_16,16.0,0.3,0.0825,0.035,1.019,0.147,0.781,1.055,0,0.7948717949,0.99278,0.977,0.9122531026,0.874244713,0.051,0.5102040816,-0.167,0.99278,0.8932489078,263.0,308.0,426.0,3.333,40.4,0.117,0.769,0.147,0.012,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_264,264.0,0.22,0.0225,0.06,1.0,0.157,0.729,0.854,0,0.7735042735,1.0,1.0,0.9213424227,0.8995468278,0.051,0.4854368932,-0.246,1.0,0.9104446252,253.0,309.0,469.0,4.545,202.0,0.273,0.82,0.118,0.007,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_625,625.0,0.22,0.024,0.06,1.001,0.158,0.721,0.831,0,0.7713675214,0.99998,0.999,0.9227407796,0.9024420947,0.051,0.4830917874,-0.254,0.99998,0.9125914371,254.0,310.0,476.0,4.545,189.375,0.273,0.82,0.121,0.008,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_30,30.0,0.23,0.099,0.035,1.026,0.153,0.733,0.794,0,0.7820512821,0.98648,0.969,0.9206432442,0.9070996979,0.051,0.495049505,-0.214,0.98648,0.913871471,260.0,311.0,453.0,4.348,43.919,0.152,0.813,0.184,0.018,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_637,637.0,0.22,0.0345,0.06,1.007,0.162,0.676,0.74,0,0.7628205128,0.99902,0.992,0.9306065373,0.913897281,0.051,0.4739336493,-0.286,0.99902,0.9222519091,252.0,312.0,495.0,4.545,131.739,0.273,0.82,0.146,0.011,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_610,610.0,0.23,0.03,0.06,1.003,0.16,0.695,0.799,0,0.7670940171,0.99982,0.996,0.9272854396,0.906470292,0.051,0.4784688995,-0.27,0.99982,0.9168778658,255.0,313.0,485.0,4.348,144.933,0.261,0.813,0.133,0.009,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_614,614.0,0.3,0.008,0.035,1.0,0.107,1.234,2.642,1,0.8803418803,1.0,1.0,0.8330711414,0.6744712991,0.051,0.641025641,0.849,1.0,0.7537712203,381.0,314.0,121.0,3.333,416.625,0.117,0.769,0.046,0.001,,1,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,2,0,7
tc100_def_230,230.0,0.13,0.0465,0.035,1.072,0.127,0.809,0.448,0,0.8376068376,0.89632,0.913,0.9073588533,0.9506545821,0.051,0.5681818182,-0.008,0.9028379586,0.9290067177,297.0,315.0,339.0,7.692,165.419,0.269,0.885,0.168,0.015,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_145,145.0,0.23,0.048,0.01,1.106,0.075,1.469,1.416,0,0.9487179487,0.77528,0.872,0.7919944066,0.8288016113,0.051,0.8064516129,0.595,0.8202834071,0.8103980089,534.0,316.0,247.0,4.348,90.583,0.043,0.813,0.069,0.003,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_758,758.0,0.14,0.046,0.06,1.026,0.171,0.602,0.386,0,0.7435897436,0.98648,0.969,0.9435413389,0.9584592145,0.051,0.4545454545,-0.357,0.98648,0.9510002767,262.0,317.0,533.0,7.143,155.283,0.429,0.877,0.211,0.024,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_210,210.0,0.3,0.039,0.0,1.115,0.063,1.814,1.694,0,0.9743589744,0.7355,0.861,0.7316902639,0.7938066465,0.051,0.8928571429,0.5,0.796590053,0.7627484552,576.0,318.0,282.0,3.333,85.462,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_169,169.0,0.12,0.0095,0.06,1.0,0.153,0.828,0.951,9,0.7820512821,1.0,1.0,0.9040377556,0.8873363545,0.051,0.495049505,-0.214,1.0,0.8956870551,271.0,319.0,456.0,8.333,877.158,0.5,0.893,0.103,0.006,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_821,821.0,0.23,0.022,0.06,1.0,0.158,0.732,0.896,0,0.7713675214,1.0,1.0,0.9208180388,0.8942598187,0.051,0.4830917874,-0.254,1.0,0.9075389288,268.0,320.0,480.0,4.348,197.636,0.261,0.813,0.114,0.007,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_823,823.0,0.06,0.016,0.04,1.088,0.112,0.95,0.333,0,0.8696581197,0.84512,0.894,0.8827128124,0.9651309164,0.051,0.6211180124,0.889,0.8655271324,0.9239218644,367.0,321.0,89.0,16.667,1041.688,0.667,0.943,0.155,0.013,,0,n/a,1,1,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_894,894.0,0.09,0.004,0.035,1.0,0.102,1.522,2.654,0,0.891025641,1.0,1.0,0.7827302919,0.6729607251,0.051,0.6622516556,0.81,1.0,0.7278455085,416.0,322.0,140.0,11.111,2777.75,0.389,0.917,0.059,0.002,,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,8
tc100_def_472,472.0,0.12,0.0465,0.04,1.065,0.138,0.739,0.376,0,0.8141025641,0.9155,0.921,0.9195944765,0.9597180262,0.051,0.5347593583,-0.095,0.9181622424,0.9396562513,285.0,323.0,390.0,8.333,179.204,0.333,0.893,0.187,0.019,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_74,74.0,0.06,0.0035,0.04,1.0,0.109,1.452,2.291,0,0.8760683761,1.0,1.0,0.794965915,0.7186555891,0.051,0.6329113924,0.865,1.0,0.7568107521,385.0,324.0,108.0,16.667,4762.0,0.667,0.943,0.072,0.003,,1,n/a,0,1,n/a,1,n/a,0,n/a,3,2,4
tc100_def_34,34.0,0.1,0.008,0.06,1.0,0.153,0.847,0.954,1,0.7820512821,1.0,1.0,0.9007166579,0.886958711,0.051,0.495049505,-0.214,1.0,0.8938376845,274.0,325.0,458.0,10.0,1250.0,0.6,0.909,0.104,0.006,,n/a,1,n/a,0,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_680,680.0,0.23,0.039,0.06,1.009,0.165,0.662,0.748,0,0.7564102564,0.99838,0.989,0.9330536619,0.9128902316,0.051,0.4672897196,-0.31,0.99838,0.9229719468,270.0,326.0,507.0,4.348,111.487,0.261,0.813,0.151,0.012,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_156,156.0,0.13,0.01,0.06,1.0,0.154,0.822,0.964,10,0.7799145299,1.0,1.0,0.9050865233,0.8856998993,0.051,0.4926108374,-0.222,1.0,0.8953932113,276.0,327.0,461.0,7.692,769.2,0.462,0.885,0.102,0.006,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_964,964.0,0.14,0.029,0.025,1.102,0.09,1.184,0.764,0,0.9166666667,0.79192,0.877,0.8418108722,0.9108761329,0.051,0.7194244604,0.714,0.8306004595,0.8763435026,488.0,328.0,200.0,7.143,246.31,0.179,0.877,0.108,0.006,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_430,430.0,0.3,0.0335,0.055,1.004,0.155,0.731,1.061,0,0.7777777778,0.99968,0.995,0.9209928334,0.873489426,0.051,0.4901960784,-0.23,0.99968,0.8972411297,277.0,329.0,465.0,3.333,99.493,0.183,0.769,0.118,0.007,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_297,297.0,0.07,0.02,0.04,1.086,0.116,0.901,0.323,0,0.8611111111,0.85208,0.896,0.8912777486,0.9663897281,0.051,0.6060606061,0.921,0.8703525301,0.9288337384,359.0,330.0,56.0,14.286,714.3,0.571,0.935,0.16,0.014,,0,n/a,1,1,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_239,239.0,0.3,0.0125,0.04,1.0,0.116,1.106,2.39,1,0.8611111111,1.0,1.0,0.8554448523,0.7061933535,0.051,0.6060606061,0.921,1.0,0.7808191029,360.0,331.0,57.0,3.333,266.64,0.133,0.769,0.061,0.002,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_825,825.0,0.07,0.029,0.055,1.055,0.156,0.642,0.198,0,0.7756410256,0.9395,0.934,0.9365495543,0.9821248741,0.051,0.487804878,-0.238,0.9388856812,0.9593372142,278.0,332.0,474.0,14.286,492.621,0.786,0.935,0.226,0.027,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_622,622.0,0.22,0.0545,0.055,1.02,0.165,0.655,0.694,0,0.7564102564,0.992,0.976,0.9342772243,0.9196878147,0.051,0.4672897196,-0.31,0.992,0.9269825195,275.0,333.0,509.0,4.545,83.394,0.25,0.82,0.175,0.016,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_160,160.0,0.09,0.0295,0.04,1.079,0.125,0.819,0.326,0,0.8418803419,0.87518,0.905,0.9056109072,0.9660120846,0.051,0.5747126437,0.992,0.8868872246,0.9358114959,327.0,334.0,15.0,11.111,376.644,0.444,0.917,0.172,0.016,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_251,251.0,0.05,0.017,0.08,1.009,0.192,0.537,0.157,0,0.6987179487,0.99838,0.989,0.954902989,0.987286002,0.051,0.4149377593,-0.524,0.99838,0.9710944955,287.0,335.0,576.0,20.0,1176.471,1.6,0.952,0.247,0.033,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_110,110.0,0.13,0.051,0.035,1.071,0.132,0.781,0.43,0,0.8269230769,0.89918,0.914,0.9122531026,0.9529204431,0.051,0.5524861878,-0.048,0.9050664737,0.9325867729,313.0,336.0,370.0,7.692,150.824,0.269,0.885,0.176,0.016,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_344,344.0,0.05,0.0135,0.08,1.002,0.191,0.563,0.196,0,0.7008547009,0.99992,0.998,0.950358329,0.9823766365,0.051,0.4166666667,-0.516,0.99992,0.9663674827,288.0,337.0,575.0,20.0,1481.481,1.6,0.952,0.22,0.026,,n/a,1,1,0,n/a,1,n/a,1,n/a,4,1,4
tc100_def_578,578.0,0.12,0.042,0.035,1.078,0.125,0.823,0.419,0,0.8418803419,0.87832,0.906,0.9049117287,0.954305136,0.051,0.5747126437,0.992,0.8892026558,0.9296084323,334.0,338.0,16.0,8.333,198.405,0.292,0.893,0.166,0.015,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_152,152.0,0.3,0.04,0.055,1.007,0.159,0.706,1.011,0,0.7692307692,0.99902,0.992,0.9253626988,0.8797834844,0.051,0.4807692308,-0.262,0.99902,0.9025730916,282.0,339.0,488.0,3.333,83.325,0.183,0.769,0.128,0.009,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_767,767.0,0.13,0.0525,0.035,1.071,0.133,0.772,0.425,0,0.8247863248,0.89918,0.914,0.9138262542,0.9535498489,0.051,0.5494505495,-0.056,0.9050664737,0.9336880515,314.0,340.0,377.0,7.692,146.514,0.269,0.885,0.178,0.017,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_179,179.0,0.14,0.051,0.06,1.028,0.176,0.586,0.372,0,0.7329059829,0.98432,0.966,0.9463380528,0.9602215509,0.051,0.4444444444,-0.397,0.98432,0.9532798018,283.0,341.0,548.0,7.143,140.059,0.429,0.877,0.222,0.026,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_140,140.0,0.15,0.066,0.025,1.078,0.122,0.855,0.549,0,0.8482905983,0.87832,0.906,0.899318301,0.9379405841,0.051,0.5847953216,0.968,0.8892026558,0.9186294425,347.0,342.0,24.0,6.667,101.015,0.167,0.87,0.157,0.013,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_359,359.0,0.15,0.065,0.025,1.079,0.121,0.86,0.552,0,0.8504273504,0.87518,0.905,0.8984443279,0.9375629406,0.051,0.5882352941,0.96,0.8868872246,0.9180036342,351.0,343.0,29.0,6.667,102.569,0.167,0.87,0.156,0.013,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_875,875.0,0.23,0.0465,0.01,1.108,0.075,1.488,1.431,0,0.9487179487,0.76672,0.87,0.7886733089,0.8269133938,0.051,0.8064516129,0.595,0.8150738013,0.8077933513,542.0,344.0,250.0,4.348,93.505,0.043,0.813,0.067,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_496,496.0,0.12,0.051,0.055,1.04,0.17,0.599,0.312,0,0.7457264957,0.968,0.952,0.9440657228,0.9677744209,0.051,0.4566210046,-0.349,0.968,0.9559200719,284.0,345.0,536.0,8.333,163.392,0.458,0.893,0.229,0.028,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_307,307.0,0.09,0.03,0.04,1.08,0.126,0.814,0.322,0,0.8397435897,0.872,0.903,0.9064848803,0.9665156093,0.051,0.5714285714,1.0,0.8845598743,0.9365002448,340.0,346.0,12.0,11.111,370.367,0.444,0.917,0.173,0.016,,0,0,n/a,1,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_111,111.0,0.07,0.0055,0.06,1.0,0.153,0.895,1.058,0,0.7820512821,1.0,1.0,0.8923265163,0.8738670695,0.051,0.495049505,-0.214,1.0,0.8830967929,293.0,347.0,464.0,14.286,2597.455,0.857,0.935,0.103,0.006,,n/a,1,0,0,n/a,1,n/a,0,n/a,2,3,4
tc100_def_31,31.0,0.14,0.094,0.025,1.061,0.145,0.721,0.444,0,0.7991452991,0.92558,0.926,0.9227407796,0.9511581067,0.051,0.5154639175,-0.151,0.9266217477,0.9369494432,301.0,348.0,434.0,7.143,75.989,0.179,0.877,0.194,0.02,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_19,19.0,0.14,0.053,0.06,1.029,0.178,0.58,0.368,0,0.7286324786,0.98318,0.965,0.9473868205,0.9607250755,0.051,0.4405286344,-0.413,0.98318,0.954055948,291.0,349.0,556.0,7.143,134.774,0.429,0.877,0.226,0.027,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_972,972.0,0.23,0.06,0.055,1.02,0.169,0.643,0.711,0,0.7478632479,0.992,0.976,0.9363747597,0.9175478348,0.051,0.4587155963,-0.341,0.992,0.9269612973,289.0,350.0,534.0,4.348,72.467,0.239,0.813,0.18,0.017,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_911,911.0,0.3,0.0075,0.035,1.0,0.107,1.251,2.891,1,0.8803418803,1.0,1.0,0.8300996329,0.6431268882,0.051,0.641025641,0.849,1.0,0.7366132606,419.0,351.0,128.0,3.333,444.4,0.117,0.769,0.044,0.001,,1,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,2,0,7
tc100_def_32,32.0,0.22,0.062,0.055,1.021,0.17,0.636,0.679,0,0.7457264957,0.99118,0.975,0.937598322,0.9215760322,0.051,0.4566210046,-0.349,0.99118,0.9295871771,290.0,352.0,538.0,4.545,73.306,0.25,0.82,0.187,0.019,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_986,986.0,0.15,0.0565,0.025,1.085,0.115,0.911,0.582,0,0.8632478632,0.8555,0.897,0.8895298025,0.9337865055,0.051,0.6097560976,0.913,0.8727487446,0.911658154,394.0,353.0,76.0,6.667,118.0,0.167,0.87,0.146,0.011,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_978,978.0,0.23,0.0165,0.06,1.0,0.158,0.768,1.065,1,0.7713675214,1.0,1.0,0.9145254326,0.8729859013,0.051,0.4830917874,-0.254,1.0,0.893755667,294.0,354.0,487.0,4.348,263.515,0.261,0.813,0.098,0.005,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_924,924.0,0.15,0.094,0.035,1.046,0.161,0.655,0.443,0,0.764957265,0.95768,0.944,0.9342772243,0.9512839879,0.051,0.4761904762,-0.278,0.95768,0.9427806061,292.0,355.0,503.0,6.667,70.926,0.233,0.87,0.222,0.026,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_940,940.0,0.23,0.0135,0.055,1.0,0.147,0.858,1.388,1,0.7948717949,1.0,1.0,0.8987939171,0.832326284,0.051,0.5102040816,-0.167,1.0,0.8655601006,305.0,356.0,443.0,4.348,322.074,0.239,0.813,0.085,0.004,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_238,238.0,0.07,0.023,0.08,1.009,0.197,0.523,0.187,0,0.688034188,0.99838,0.989,0.9573501136,0.983509567,0.051,0.406504065,-0.563,0.99838,0.9704298403,316.0,357.0,591.0,14.286,621.13,1.143,0.935,0.243,0.032,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_267,267.0,0.1,0.0295,0.035,1.089,0.115,0.905,0.403,0,0.8632478632,0.84158,0.893,0.8905785702,0.9563192346,0.051,0.6097560976,0.913,0.8630982056,0.9234489024,397.0,358.0,78.0,10.0,338.983,0.35,0.909,0.152,0.012,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_530,530.0,0.05,0.023,0.06,1.056,0.163,0.614,0.145,0,0.7606837607,0.93728,0.932,0.9414438035,0.988796576,0.051,0.4716981132,-0.294,0.9368780013,0.9651201898,296.0,359.0,511.0,20.0,869.565,1.2,0.952,0.249,0.033,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_858,858.0,0.13,0.065,0.04,1.058,0.153,0.669,0.372,0,0.7820512821,0.93272,0.93,0.9318300996,0.9602215509,0.051,0.495049505,-0.214,0.9328187278,0.9460258252,304.0,360.0,467.0,7.692,118.338,0.308,0.885,0.212,0.024,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_899,899.0,0.06,0.026,0.055,1.062,0.155,0.647,0.175,0,0.7777777778,0.92312,0.925,0.9356755812,0.985020141,0.051,0.4901960784,-0.23,0.9245277306,0.9603478611,302.0,361.0,481.0,16.667,641.038,0.917,0.943,0.232,0.029,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_421,421.0,0.1,0.007,0.06,1.0,0.154,0.87,1.127,1,0.7799145299,1.0,1.0,0.8966963818,0.8651812689,0.051,0.4926108374,-0.222,1.0,0.8809388253,303.0,362.0,475.0,10.0,1428.571,0.6,0.909,0.097,0.005,,n/a,1,n/a,n/a,n/a,n/a,n/a,0,n/a,1,1,7
tc100_def_138,138.0,0.13,0.0075,0.055,1.0,0.144,0.939,1.437,0,0.8012820513,1.0,1.0,0.8846355532,0.8261581067,0.051,0.518134715,-0.143,1.0,0.85539683,318.0,363.0,433.0,7.692,1025.6,0.423,0.885,0.084,0.004,,n/a,1,n/a,0,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_678,678.0,0.23,0.0075,0.04,1.0,0.116,1.176,2.506,1,0.8611111111,1.0,1.0,0.8432092292,0.691591138,0.051,0.6060606061,0.921,1.0,0.7674001836,396.0,364.0,66.0,4.348,579.733,0.174,0.813,0.054,0.002,,1,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,2,0,7
tc100_def_772,772.0,0.22,0.0525,0.06,1.017,0.174,0.623,0.679,0,0.7371794872,0.99422,0.979,0.939870652,0.9215760322,0.051,0.4484304933,-0.381,0.99422,0.9307233421,299.0,365.0,546.0,4.545,86.571,0.273,0.82,0.179,0.017,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_902,902.0,0.16,0.065,0.055,1.031,0.176,0.596,0.44,0,0.7329059829,0.98078,0.963,0.9445901066,0.9516616314,0.051,0.4444444444,-0.397,0.98078,0.948125869,300.0,366.0,553.0,6.25,96.154,0.344,0.862,0.224,0.027,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_468,468.0,0.06,0.013,0.08,1.0,0.194,0.577,0.251,0,0.6944444444,1.0,1.0,0.9479112043,0.9754531722,0.051,0.4115226337,-0.54,1.0,0.9616821883,321.0,367.0,584.0,16.667,1282.077,1.333,0.943,0.197,0.021,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_198,198.0,0.1,0.0465,0.055,1.047,0.17,0.591,0.249,0,0.7457264957,0.95582,0.943,0.9454640797,0.9757049345,0.051,0.4566210046,-0.349,0.95582,0.9605845071,298.0,368.0,540.0,10.0,215.054,0.55,0.909,0.24,0.031,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
